"DATE / TIME (PDT)","STORAGE AF",""
"10/01/1981","164,160",""
"11/01/1981","165,940",""
"12/01/1981","153,780",""
"01/01/1982","161,110",""
"02/01/1982","165,780",""
"03/01/1982","160,210",""
"04/01/1982","164,990",""
"05/01/1982","166,460",""
"06/01/1982","158,270",""
"07/01/1982","153,440",""
"08/01/1982","156,540",""
"09/01/1982","151,100",""
"10/01/1982","163,990",""
"11/01/1982","155,150",""
"12/01/1982","153,790",""
"01/01/1983","161,510",""
"02/01/1983","161,630",""
"03/01/1983","158,810",""
"04/01/1983","158,340",""
"05/01/1983","162,800",""
"06/01/1983","153,730",""
"07/01/1983","157,110",""
"08/01/1983","156,030",""
"09/01/1983","132,340",""
"10/01/1983","138,380",""
"11/01/1983","143,600",""
"12/01/1983","153,430",""
"01/01/1984","157,360",""
"02/01/1984","154,330",""
"03/01/1984","153,010",""
"04/01/1984","162,150",""
"05/01/1984","154,750",""
"06/01/1984","159,670",""
"07/01/1984","157,590",""
"08/01/1984","154,320",""
"09/01/1984","164,730",""
"10/01/1984","161,950",""
"11/01/1984","153,170",""
"12/01/1984","153,730",""
"01/01/1985","152,590",""
"02/01/1985","153,780",""
"03/01/1985","163,930",""
"04/01/1985","158,310",""
"05/01/1985","158,600",""
"06/01/1985","162,280",""
"07/01/1985","161,450",""
"08/01/1985","161,610",""
"09/01/1985","158,960",""
"10/01/1985","162,910",""
"11/01/1985","161,760",""
"12/01/1985","160,190",""
"01/01/1986","159,410",""
"02/01/1986","164,570",""
"03/01/1986","167,350",""
"04/01/1986","161,820",""
"05/01/1986","162,940",""
"06/01/1986","162,730",""
"07/01/1986","160,710",""
"08/01/1986","166,480",""
"09/01/1986","166,870",""
"10/01/1986","164,740",""
"11/01/1986","166,820",""
"12/01/1986","163,940",""
"01/01/1987","156,800",""
"02/01/1987","163,100",""
"03/01/1987","163,120",""
"04/01/1987","164,350",""
"05/01/1987","160,600",""
"06/01/1987","162,333",""
"07/01/1987","157,384",""
"08/01/1987","162,246",""
"09/01/1987","164,991",""
"10/01/1987","161,071",""
"11/01/1987","163,929",""
"12/01/1987","160,548",""
"01/01/1988","161,146",""
"02/01/1988","163,463",""
"03/01/1988","165,485",""
"04/01/1988","158,097",""
"05/01/1988","162,534",""
"06/01/1988","163,438",""
"07/01/1988","163,212",""
"08/01/1988","162,960",""
"09/01/1988","165,244",""
"10/01/1988","162,333",""
"11/01/1988","158,331",""
"12/01/1988","157,630",""
"01/01/1989","163,048",""
"02/01/1989","159,989",""
"03/01/1989","157,691",""
"04/01/1989","165,549",""
"05/01/1989","160,710",""
"06/01/1989","161,820",""
"07/01/1989","166,936",""
"08/01/1989","153,099",""
"09/01/1989","160,150",""
"10/01/1989","165,130",""
"11/01/1989","155,951",""
"12/01/1989","157,126",""
"01/01/1990","161,433",""
"02/01/1990","160,486",""
"03/01/1990","158,788",""
"04/01/1990","161,845",""
"05/01/1990","164,472",""
"06/01/1990","158,986",""
"07/01/1990","162,546",""
"08/01/1990","155,281",""
"09/01/1990","162,622",""
"10/01/1990","165,346",""
"11/01/1990","157,188",""
"12/01/1990","163,489",""
"01/01/1991","160,125",""
"02/01/1991","166,757",""
"03/01/1991","168,138",""
"04/01/1991","165,968",""
"05/01/1991","161,483",""
"06/01/1991","165,930",""
"07/01/1991","163,149",""
"08/01/1991","163,740",""
"09/01/1991","164,384",""
"10/01/1991","164,902",""
"11/01/1991","143,839",""
"12/01/1991","144,281",""
"01/01/1992","159,357",""
"02/01/1992","162,095",""
"03/01/1992","161,183",""
"04/01/1992","163,426",""
"05/01/1992","166,681",""
"06/01/1992","162,283",""
"07/01/1992","159,902",""
"08/01/1992","164,877",""
"09/01/1992","158,788",""
"10/01/1992","164,321",""
"11/01/1992","167,600",""
"12/01/1992","161,221",""
"01/01/1993","167,089",""
"02/01/1993","161,633",""
"03/01/1993","164,940",""
"04/01/1993","163,929",""
"05/01/1993","165,358",""
"06/01/1993","163,917",""
"07/01/1993","160,250",""
"08/01/1993","163,627",""
"09/01/1993","156,477",""
"10/01/1993","163,375",""
"11/01/1993","160,872",""
"12/01/1993","160,299",""
"01/01/1994","165,194",""
"02/01/1994","162,822",""
"03/01/1994","164,839",""
"04/01/1994","159,604",""
"05/01/1994","166,451",""
"06/01/1994","159,989",""
"07/01/1994","157,630",""
"08/01/1994","164,056",""
"09/01/1994","160,026",""
"10/01/1994","160,809",""
"11/01/1994","157,728",""
"12/01/1994","159,505",""
"01/01/1995","160,959",""
"02/01/1995","164,056",""
"03/01/1995","167,115",""
"04/01/1995","160,088",""
"05/01/1995","161,258",""
"06/01/1995","159,406",""
"07/01/1995","159,989",""
"08/01/1995","162,734",""
"09/01/1995","167,805",""
"10/01/1995","164,750",""
"11/01/1995","164,081",""
"12/01/1995","161,670",""
"01/01/1996","158,936",""
"02/01/1996","164,611",""
"03/01/1996","165,930",""
"04/01/1996","166,719",""
"05/01/1996","160,386",""
"06/01/1996","152,120",""
"07/01/1996","162,935",""
"08/01/1996","162,647",""
"09/01/1996","157,704",""
"10/01/1996","146,503",""
"11/01/1996","150,494",""
"12/01/1996","166,706",""
"01/01/1997","164,776",""
"02/01/1997","158,689",""
"03/01/1997","160,598",""
"04/01/1997","163,262",""
"05/01/1997","163,073",""
"06/01/1997","161,796",""
"07/01/1997","156,967",""
"08/01/1997","160,374",""
"09/01/1997","162,855",""
"10/01/1997","162,095",""
"11/01/1997","166,235",""
"12/01/1997","167,421",""
"01/01/1998","169,485",""
"02/01/1998","168,780",""
"03/01/1998","163,514",""
"04/01/1998","156,245",""
"05/01/1998","167,997",""
"06/01/1998","159,270",""
"07/01/1998","158,998",""
"08/01/1998","160,847",""
"09/01/1998","160,834",""
"10/01/1998","162,734",""
"11/01/1998","164,169",""
"12/01/1998","159,283",""
"01/01/1999","165,295",""
"02/01/1999","161,071",""
"03/01/1999","167,281",""
"04/01/1999","161,158",""
"05/01/1999","167,396",""
"06/01/1999","159,184",""
"07/01/1999","154,418",""
"08/01/1999","163,766",""
"09/01/1999","154,879",""
"10/01/1999","164,308",""
"11/01/1999","160,573",""
"12/01/1999","159,592",""
"01/01/2000","165,650",""
"02/01/2000","168,883",""
"03/01/2000","164,523",""
"04/01/2000","162,471",""
"05/01/2000","160,250",""
"06/01/2000","157,876",""
"07/01/2000","164,144",""
"08/01/2000","160,859",""
"09/01/2000","164,359",""
"10/01/2000","165,485",""
"11/01/2000","161,970",""
"12/01/2000","166,362",""
"01/01/2001","158,800",""
"02/01/2001","160,959",""
"03/01/2001","167,997",""
"04/01/2001","164,169",""
"05/01/2001","158,122",""
"06/01/2001","155,585",""
"07/01/2001","160,884",""
"08/01/2001","155,890",""
"09/01/2001","161,995",""
"10/01/2001","161,645",""
"11/01/2001","155,220",""
"12/01/2001","164,144",""
"01/01/2002","162,910",""
"02/01/2002","164,018",""
"03/01/2002","167,179",""
"04/01/2002","162,948",""
"05/01/2002","157,962",""
"06/01/2002","160,250",""
"07/01/2002","158,800",""
"08/01/2002","159,964",""
"09/01/2002","164,902",""
"10/01/2002","162,847",""
"11/01/2002","162,045",""
"12/01/2002","165,473",""
"01/01/2003","164,232",""
"02/01/2003","164,535",""
"03/01/2003","160,436",""
"04/01/2003","161,683",""
"05/01/2003","161,683",""
"06/01/2003","165,105",""
"07/01/2003","158,233",""
"08/01/2003","164,106",""
"09/01/2003","165,092",""
"10/01/2003","168,164","r"
"11/01/2003","159,245","r"
"12/01/2003","158,825","r"
"01/01/2004","165,295",""
"02/01/2004","165,688",""
"03/01/2004","166,413",""
"04/01/2004","160,934",""
"05/01/2004","164,510",""
"06/01/2004","165,232",""
"07/01/2004","162,321",""
"08/01/2004","165,790",""
"09/01/2004","160,971",""
"10/01/2004","168,164",""
"11/01/2004","159,245",""
"12/01/2004","158,825",""
"01/01/2005","164,586",""
"02/01/2005","167,409",""
"03/01/2005","169,553",""
"04/01/2005","162,647",""
"05/01/2005","168,703",""
"06/01/2005","164,371",""
"07/01/2005","167,242",""
"08/01/2005","157,802",""
"09/01/2005","160,212",""
"10/01/2005","166,808",""
"11/01/2005","158,739",""
"12/01/2005","165,777",""
"01/01/2006","164,056",""
"02/01/2006","164,333",""
"03/01/2006","166,108",""
"04/01/2006","167,012",""
"05/01/2006","165,409",""
"06/01/2006","159,097",""
"07/01/2006","165,676",""
"08/01/2006","163,753",""
"09/01/2006","163,350",""
"10/01/2006","166,987",""
"11/01/2006","161,196",""
"12/01/2006","160,039",""
"01/01/2007","156,906",""
"02/01/2007","160,797",""
"03/01/2007","167,792",""
"04/01/2007","166,770",""
"05/01/2007","161,345",""
"06/01/2007","162,408",""
"07/01/2007","161,183",""
"08/01/2007","159,060",""
"09/01/2007","166,159",""
"10/01/2007","157,581",""
"11/01/2007","155,354",""
"12/01/2007","162,973",""
"01/01/2008","163,640",""
"02/01/2008","136,402",""
"03/01/2008","157,409",""
"04/01/2008","163,300",""
"05/01/2008","159,728",""
"06/01/2008","160,784",""
"07/01/2008","162,283",""
"08/01/2008","165,892",""
"09/01/2008","163,489",""
"10/01/2008","163,224",""
"11/01/2008","160,859",""
"12/01/2008","167,639",""
"01/01/2009","166,070",""
"02/01/2009","165,498",""
"03/01/2009","167,716",""
"04/01/2009","167,741",""
"05/01/2009","168,780",""
"06/01/2009","166,528",""
"07/01/2009","164,839",""
"08/01/2009","166,604",""
"09/01/2009","165,930",""
"10/01/2009","168,151",""
"11/01/2009","165,460",""
"12/01/2009","163,338",""
"01/01/2010","166,770",""
"02/01/2010","168,190",""
"03/01/2010","167,754",""
"04/01/2010","168,575",""
"05/01/2010","169,927",""
"06/01/2010","164,308",""
"07/01/2010","167,025",""
"08/01/2010","166,184",""
"09/01/2010","164,308",""
"10/01/2010","169,992",""
"11/01/2010","166,439",""
"12/01/2010","164,321",""
"01/01/2011","168,446",""
"02/01/2011","168,408",""
"03/01/2011","168,074",""
"04/01/2011","169,411",""
"05/01/2011","166,350",""
"06/01/2011","165,574",""
"07/01/2011","163,703",""
"08/01/2011","167,908",""
"09/01/2011","164,144",""
"10/01/2011","167,985",""
"11/01/2011","167,588",""
"12/01/2011","168,459",""
"01/01/2012","166,923",""
"02/01/2012","165,955",""
"03/01/2012","168,446",""
"04/01/2012","166,630",""
"05/01/2012","168,061",""
"06/01/2012","166,566",""
"07/01/2012","167,345",""
"08/01/2012","165,156",""
"09/01/2012","168,819",""
"10/01/2012","164,030",""
"11/01/2012","164,283",""
"12/01/2012","167,908",""
"01/01/2013","166,210",""
"02/01/2013","167,153",""
"03/01/2013","167,153",""
"04/01/2013","166,847",""
"05/01/2013","164,321",""
"06/01/2013","167,882",""
"07/01/2013","164,839",""
"08/01/2013","165,676",""
"09/01/2013","166,961",""
"10/01/2013","163,866",""
"11/01/2013","168,138",""
"12/01/2013","167,383",""
"01/01/2014","168,267",""
"02/01/2014","168,780",""
"03/01/2014","168,408",""
"04/01/2014","165,181",""
"05/01/2014","164,624",""
"06/01/2014","162,747",""
"07/01/2014","166,120",""
"08/01/2014","166,949",""
"09/01/2014","168,036",""
"10/01/2014","166,604",""
"11/01/2014","167,396",""
"12/01/2014","167,869",""
"01/01/2015","167,856",""
"02/01/2015","167,972",""
"03/01/2015","165,663",""
"04/01/2015","165,320",""
"05/01/2015","168,010",""
"06/01/2015","167,972",""
"07/01/2015","166,719",""
"08/01/2015","168,511",""
"09/01/2015","167,639",""
"10/01/2015","168,755",""
"11/01/2015","168,254",""
"12/01/2015","166,987",""
"01/01/2016","169,154",""
"02/01/2016","164,498",""
"03/01/2016","168,036",""
"04/01/2016","162,333",""
"05/01/2016","168,203",""
"06/01/2016","164,700",""
"07/01/2016","169,205",""
"08/01/2016","168,408",""
"09/01/2016","167,191",""
"10/01/2016","166,426",""
"11/01/2016","165,815",""
"12/01/2016","164,649",""
"01/01/2017","165,320",""
"02/01/2017","165,092",""
"03/01/2017","166,426",""
"04/01/2017","165,587",""
"05/01/2017","165,701",""
"06/01/2017","163,791",""
"07/01/2017","165,981",""
"08/01/2017","166,949",""
"09/01/2017","166,655",""
"10/01/2017","166,235",""
"11/01/2017","165,676",""
"12/01/2017","165,143",""
"01/01/2018","165,701",""
"02/01/2018","166,197",""
"03/01/2018","163,866",""
"04/01/2018","165,917",""
"05/01/2018","165,219",""
"06/01/2018","164,978",""
"07/01/2018","163,967",""
"08/01/2018","166,630",""
"09/01/2018","164,283",""
"10/01/2018","165,663",""
"11/01/2018","165,244",""
"12/01/2018","155,208",""
"01/01/2019","155,573",""
"02/01/2019","156,477",""
"03/01/2019","168,138",""
"04/01/2019","166,719",""
"05/01/2019","162,822",""
"06/01/2019","166,655",""
"07/01/2019","167,179",""
"08/01/2019","167,716",""
"09/01/2019","166,885",""
"10/01/2019","166,184",""
"11/01/2019","166,464",""
"12/01/2019","155,585",""
"01/01/2020","154,103",""
"02/01/2020","155,354",""
"03/01/2020","164,194",""
"04/01/2020","165,841",""
"05/01/2020","166,197",""
"06/01/2020","166,120",""
"07/01/2020","165,968",""
"08/01/2020","166,681",""
"09/01/2020","--",""
