"DATE / TIME (PDT)","STORAGE AF",""
"10/01/1981","180,950",""
"11/01/1981","211,890",""
"12/01/1981","252,170",""
"01/01/1982","279,930",""
"02/01/1982","304,940",""
"03/01/1982","307,190",""
"04/01/1982","308,230",""
"05/01/1982","317,760",""
"06/01/1982","317,940",""
"07/01/1982","303,600",""
"08/01/1982","285,490",""
"09/01/1982","284,680",""
"10/01/1982","291,040",""
"11/01/1982","301,950",""
"12/01/1982","313,160",""
"01/01/1983","315,870",""
"02/01/1983","320,220",""
"03/01/1983","319,850",""
"04/01/1983","322,090",""
"05/01/1983","313,450",""
"06/01/1983","297,490",""
"07/01/1983","293,080",""
"08/01/1983","272,900",""
"09/01/1983","283,190",""
"10/01/1983","276,970",""
"11/01/1983","276,110",""
"12/01/1983","270,730",""
"01/01/1984","262,180",""
"02/01/1984","255,130",""
"03/01/1984","228,940",""
"04/01/1984","214,520",""
"05/01/1984","189,930",""
"06/01/1984","164,720",""
"07/01/1984","150,010",""
"08/01/1984","113,660",""
"09/01/1984","84,290",""
"10/01/1984","67,310",""
"11/01/1984","115,640",""
"12/01/1984","133,380",""
"01/01/1985","196,490",""
"02/01/1985","255,280",""
"03/01/1985","273,150",""
"04/01/1985","280,610",""
"05/01/1985","262,560",""
"06/01/1985","244,650",""
"07/01/1985","226,750",""
"08/01/1985","200,460",""
"09/01/1985","199,590",""
"10/01/1985","208,680",""
"11/01/1985","232,820",""
"12/01/1985","270,610",""
"01/01/1986","291,710",""
"02/01/1986","321,250",""
"03/01/1986","318,250",""
"04/01/1986","313,120",""
"05/01/1986","291,080",""
"06/01/1986","269,160",""
"07/01/1986","245,550",""
"08/01/1986","240,120",""
"09/01/1986","255,710",""
"10/01/1986","254,910",""
"11/01/1986","266,660",""
"12/01/1986","299,170",""
"01/01/1987","305,910",""
"02/01/1987","304,470",""
"03/01/1987","317,590",""
"04/01/1987","315,400",""
"05/01/1987","299,040",""
"06/01/1987","266,279",""
"07/01/1987","260,009",""
"08/01/1987","242,049",""
"09/01/1987","247,945",""
"10/01/1987","218,871",""
"11/01/1987","238,781",""
"12/01/1987","286,608",""
"01/01/1988","307,840",""
"02/01/1988","294,009",""
"03/01/1988","298,038",""
"04/01/1988","312,702",""
"05/01/1988","292,080",""
"06/01/1988","264,008",""
"07/01/1988","244,406",""
"08/01/1988","225,161",""
"09/01/1988","205,133",""
"10/01/1988","154,490",""
"11/01/1988","180,267",""
"12/01/1988","258,435",""
"01/01/1989","300,343",""
"02/01/1989","302,851",""
"03/01/1989","308,057",""
"04/01/1989","312,002",""
"05/01/1989","292,332",""
"06/01/1989","253,180",""
"07/01/1989","212,404",""
"08/01/1989","169,610",""
"09/01/1989","184,128",""
"10/01/1989","183,980",""
"11/01/1989","194,380",""
"12/01/1989","216,770",""
"01/01/1990","260,680",""
"02/01/1990","302,851",""
"03/01/1990","314,150",""
"04/01/1990","316,505",""
"05/01/1990","293,650",""
"06/01/1990","273,595",""
"07/01/1990","259,084",""
"08/01/1990","268,099",""
"09/01/1990","268,140",""
"10/01/1990","277,866",""
"11/01/1990","248,560",""
"12/01/1990","206,580",""
"01/01/1991","195,006",""
"02/01/1991","167,916",""
"03/01/1991","176,506",""
"04/01/1991","186,761",""
"05/01/1991","221,743",""
"06/01/1991","274,082",""
"07/01/1991","289,551",""
"08/01/1991","310,669",""
"09/01/1991","296,189",""
"10/01/1991","260,128",""
"11/01/1991","263,213",""
"12/01/1991","295,447",""
"01/01/1992","304,811",""
"02/01/1992","310,233",""
"03/01/1992","313,096",""
"04/01/1992","305,156",""
"05/01/1992","312,177",""
"06/01/1992","307,428",""
"07/01/1992","297,059",""
"08/01/1992","270,511",""
"09/01/1992","257,336",""
"10/01/1992","238,029",""
"11/01/1992","218,367",""
"12/01/1992","239,421",""
"01/01/1993","267,158",""
"02/01/1993","315,689",""
"03/01/1993","320,112",""
"04/01/1993","301,928",""
"05/01/1993","284,864",""
"06/01/1993","294,030",""
"07/01/1993","295,172",""
"08/01/1993","278,438",""
"09/01/1993","262,916",""
"10/01/1993","247,178",""
"11/01/1993","203,241",""
"12/01/1993","225,746",""
"01/01/1994","244,120",""
"02/01/1994","275,624",""
"03/01/1994","294,981","r"
"04/01/1994","277,927",""
"05/01/1994","286,775",""
"06/01/1994","254,893",""
"07/01/1994","267,659",""
"08/01/1994","266,339",""
"09/01/1994","236,622",""
"10/01/1994","197,435",""
"11/01/1994","180,235",""
"12/01/1994","147,127",""
"01/01/1995","170,390",""
"02/01/1995","189,781",""
"03/01/1995","300,321",""
"04/01/1995","312,045",""
"05/01/1995","312,921",""
"06/01/1995","315,029",""
"07/01/1995","310,647",""
"08/01/1995","300,706",""
"09/01/1995","297,229",""
"10/01/1995","280,139",""
"11/01/1995","276,275",""
"12/01/1995","264,823",""
"01/01/1996","255,576",""
"02/01/1996","277,050",""
"03/01/1996","302,207",""
"04/01/1996","309,579",""
"05/01/1996","317,587",""
"06/01/1996","313,689",""
"07/01/1996","307,623",""
"08/01/1996","287,942",""
"09/01/1996","284,346",""
"10/01/1996","286,504",""
"11/01/1996","287,087",""
"12/01/1996","288,359",""
"01/01/1997","306,821",""
"02/01/1997","296,677",""
"03/01/1997","291,227",""
"04/01/1997","312,746",""
"05/01/1997","313,842",""
"06/01/1997","285,901",""
"07/01/1997","260,621",""
"08/01/1997","239,761",""
"09/01/1997","236,715",""
"10/01/1997","239,327",""
"11/01/1997","252,443",""
"12/01/1997","287,087",""
"01/01/1998","286,691",""
"02/01/1998","318,914",""
"03/01/1998","319,801",""
"04/01/1998","319,358",""
"05/01/1998","320,912",""
"06/01/1998","317,255",""
"07/01/1998","313,710",""
"08/01/1998","306,323",""
"09/01/1998","305,783",""
"10/01/1998","295,828",""
"11/01/1998","283,352",""
"12/01/1998","270,710",""
"01/01/1999","247,657",""
"02/01/1999","228,494",""
"03/01/1999","268,741",""
"04/01/1999","297,591",""
"05/01/1999","296,571",""
"06/01/1999","286,171",""
"07/01/1999","284,346",""
"08/01/1999","283,249",""
"09/01/1999","288,380",""
"10/01/1999","271,737",""
"11/01/1999","285,258",""
"12/01/1999","276,235",""
"01/01/2000","287,775",""
"02/01/2000","291,228",""
"03/01/2000","298,997",""
"04/01/2000","313,403",""
"05/01/2000","310,734",""
"06/01/2000","307,710",""
"07/01/2000","300,985",""
"08/01/2000","295,329","r"
"09/01/2000","284,926",""
"10/01/2000","270,309",""
"11/01/2000","290,829",""
"12/01/2000","288,568",""
"01/01/2001","303,539",""
"02/01/2001","304,811",""
"03/01/2001","293,164",""
"04/01/2001","257,591",""
"05/01/2001","286,151",""
"06/01/2001","276,377",""
"07/01/2001","269,404",""
"08/01/2001","270,027",""
"09/01/2001","287,024","r"
"10/01/2001","275,157",""
"11/01/2001","285,175",""
"12/01/2001","281,373",""
"01/01/2002","274,791",""
"02/01/2002","269,042",""
"03/01/2002","264,445",""
"04/01/2002","263,372",""
"05/01/2002","291,754",""
"06/01/2002","304,188","r"
"07/01/2002","315,513",""
"08/01/2002","314,567",""
"09/01/2002","309,623",""
"10/01/2002","277,009",""
"11/01/2002","290,557",""
"12/01/2002","315,953",""
"01/01/2003","280,386",""
"02/01/2003","248,734",""
"03/01/2003","279,360",""
"04/01/2003","298,400",""
"05/01/2003","318,316",""
"06/01/2003","314,523",""
"07/01/2003","303,539",""
"08/01/2003","319,114",""
"09/01/2003","314,325",""
"10/01/2003","283,290","r"
"11/01/2003","262,777","r"
"12/01/2003","287,108","r"
"01/01/2004","302,400",""
"02/01/2004","311,630",""
"03/01/2004","311,586",""
"04/01/2004","309,775",""
"05/01/2004","282,176",""
"06/01/2004","277,601",""
"07/01/2004","291,712",""
"08/01/2004","297,017",""
"09/01/2004","297,697",""
"10/01/2004","283,290",""
"11/01/2004","262,777",""
"12/01/2004","287,108",""
"01/01/2005","286,338",""
"02/01/2005","307,970",""
"03/01/2005","289,321",""
"04/01/2005","317,719",""
"05/01/2005","316,438",""
"06/01/2005","307,667",""
"07/01/2005","314,128",""
"08/01/2005","314,303",""
"09/01/2005","306,410",""
"10/01/2005","309,209",""
"11/01/2005","309,623",""
"12/01/2005","269,163",""
"01/01/2006","285,548",""
"02/01/2006","273,049",""
"03/01/2006","317,719",""
"04/01/2006","316,725",""
"05/01/2006","316,438",""
"06/01/2006","311,870",""
"07/01/2006","307,515",""
"08/01/2006","294,643",""
"09/01/2006","265,740",""
"10/01/2006","232,892",""
"11/01/2006","204,629",""
"12/01/2006","158,553",""
"01/01/2007","181,988",""
"02/01/2007","222,160",""
"03/01/2007","267,078",""
"04/01/2007","300,145","r"
"05/01/2007","308,903","r"
"06/01/2007","269,786",""
"07/01/2007","264,724",""
"08/01/2007","296,189",""
"09/01/2007","313,096",""
"10/01/2007","296,889",""
"11/01/2007","264,167",""
"12/01/2007","259,359",""
"01/01/2008","306,323",""
"02/01/2008","312,242",""
"03/01/2008","269,625",""
"04/01/2008","288,526",""
"05/01/2008","298,421",""
"06/01/2008","297,804",""
"07/01/2008","305,869",""
"08/01/2008","296,635",""
"09/01/2008","267,699",""
"10/01/2008","228,972",""
"11/01/2008","237,071",""
"12/01/2008","246,316",""
"01/01/2009","253,180",""
"02/01/2009","275,177",""
"03/01/2009","280,406",""
"04/01/2009","255,107",""
"05/01/2009","256,221",""
"06/01/2009","252,074",""
"07/01/2009","237,503",""
"08/01/2009","214,626",""
"09/01/2009","199,640",""
"10/01/2009","208,050",""
"11/01/2009","223,123",""
"12/01/2009","258,160",""
"01/01/2010","263,392",""
"02/01/2010","280,345",""
"03/01/2010","269,525",""
"04/01/2010","259,891",""
"05/01/2010","247,005",""
"06/01/2010","249,928",""
"07/01/2010","255,517",""
"08/01/2010","258,868",""
"09/01/2010","259,734",""
"10/01/2010","285,714",""
"11/01/2010","279,421",""
"12/01/2010","295,616",""
"01/01/2011","288,965",""
"02/01/2011","292,743",""
"03/01/2011","309,949",""
"04/01/2011","313,798",""
"05/01/2011","309,340",""
"06/01/2011","309,862",""
"07/01/2011","297,740",""
"08/01/2011","293,312",""
"09/01/2011","284,056",""
"10/01/2011","278,295",""
"11/01/2011","283,043",""
"12/01/2011","277,131",""
"01/01/2012","283,869",""
"02/01/2012","290,368",""
"03/01/2012","292,553",""
"04/01/2012","296,359",""
"05/01/2012","308,036",""
"06/01/2012","299,104",""
"07/01/2012","284,201",""
"08/01/2012","273,737",""
"09/01/2012","264,266",""
"10/01/2012","238,029",""
"11/01/2012","257,062",""
"12/01/2012","291,312",""
"01/01/2013","286,525",""
"02/01/2013","284,532",""
"03/01/2013","283,311",""
"04/01/2013","284,201",""
"05/01/2013","274,304",""
"06/01/2013","254,815",""
"07/01/2013","292,048",""
"08/01/2013","285,382",""
"09/01/2013","284,946",""
"10/01/2013","277,539",""
"11/01/2013","273,575",""
"12/01/2013","287,691",""
"01/01/2014","278,786",""
"02/01/2014","272,605",""
"03/01/2014","268,500",""
"04/01/2014","249,928",""
"05/01/2014","202,688",""
"06/01/2014","154,266",""
"07/01/2014","155,212",""
"08/01/2014","134,066",""
"09/01/2014","108,491",""
"10/01/2014","98,394",""
"11/01/2014","98,394",""
"12/01/2014","119,376",""
"01/01/2015","114,057",""
"02/01/2015","98,394",""
"03/01/2015","93,255",""
"04/01/2015","100,060",""
"05/01/2015","112,652",""
"06/01/2015","110,498",""
"07/01/2015","127,118",""
"08/01/2015","119,245",""
"09/01/2015","114,442",""
"10/01/2015","104,169",""
"11/01/2015","108,117",""
"12/01/2015","129,984",""
"01/01/2016","111,003",""
"02/01/2016","84,077",""
"03/01/2016","133,578",""
"04/01/2016","177,568",""
"05/01/2016","203,882",""
"06/01/2016","246,297",""
"07/01/2016","247,773",""
"08/01/2016","244,444",""
"09/01/2016","232,001",""
"10/01/2016","226,239",""
"11/01/2016","204,195",""
"12/01/2016","183,407",""
"01/01/2017","260,207",""
"02/01/2017","300,899",""
"03/01/2017","300,065",""
"04/01/2017","300,706",""
"05/01/2017","310,102",""
"06/01/2017","310,975",""
"07/01/2017","305,243",""
"08/01/2017","294,960",""
"09/01/2017","282,981",""
"10/01/2017","280,016",""
"11/01/2017","270,168",""
"12/01/2017","258,258",""
"01/01/2018","254,503",""
"02/01/2018","261,628",""
"03/01/2018","291,333",""
"04/01/2018","283,084",""
"05/01/2018","290,578",""
"06/01/2018","288,004",""
"07/01/2018","282,795",""
"08/01/2018","284,698",""
"09/01/2018","279,749",""
"10/01/2018","262,123",""
"11/01/2018","262,737",""
"12/01/2018","257,886",""
"01/01/2019","243,853",""
"02/01/2019","259,872",""
"03/01/2019","282,258",""
"04/01/2019","299,701",""
"05/01/2019","301,392",""
"06/01/2019","307,190",""
"07/01/2019","302,486",""
"08/01/2019","285,901",""
"09/01/2019","290,431",""
"10/01/2019","279,811",""
"11/01/2019","251,454",""
"12/01/2019","254,308",""
"01/01/2020","233,263",""
"02/01/2020","253,666",""
"03/01/2020","285,424",""
"04/01/2020","295,172",""
"05/01/2020","299,488",""
"06/01/2020","304,229",""
"07/01/2020","303,690",""
"08/01/2020","292,153",""
"09/01/2020","--",""
