# Created by WEAP: 12/14/2020 6:10:53 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_W_Upr Nisqually (76,281 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,338 ha),  1000 - 2000 m (25,455 ha),  2000 - 3000 m (2,311 ha),  3000 - 4000 m (912 ha),  4000 - 5000 m (265 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m
1973, 6, 105.1, 124.2, 130.1, 126.4, 125.9, 13.08, 10.7, 0.0526, -1.636, -2.155, 2.423, 2.421, 2.42, 2.42, 2.419
1973, 7, 2.392, 1.06, 0.2841, 0.2351, 0.2494, 17.15, 15.22, 5.15, 3.495, 2.952, 2.252, 2.232, 2.192, 2.19, 2.191
1973, 8, 6.366, 5.004, 4.83, 4.647, 4.596, 14.98, 13.23, 3.253, 1.605, 1.054, 2.339, 2.328, 2.301, 2.3, 2.3
1973, 9, 114.5, 119.5, 117.6, 114.4, 113, 14.07, 12.04, 1.788, 0.1361, -0.4114, 2, 1.999, 1.988, 1.988, 1.987
1973, 10, 172.9, 211.6, 264.3, 259.4, 255.5, 7.887, 5.7, -4.486, -6.137, -6.691, 1.964, 1.96, 1.962, 1.962, 1.962
1973, 11, 446.4, 468.7, 587, 581.6, 576.3, 1.604, -0.9563, -11.12, -12.78, -13.33, 2.984, 3.003, 2.985, 2.985, 2.984
1973, 12, 430.3, 481.8, 679.9, 682.4, 682.7, 2.718, 0.2293, -9.623, -11.26, -11.84, 3.142, 3.137, 3.114, 3.113, 3.113
1974, 1, 663.6, 683.3, 857.5, 850.9, 842.3, -0.8527, -3.461, -13.55, -15.19, -15.76, 3.459, 3.456, 3.44, 3.439, 3.439
1974, 2, 281.5, 335.6, 475, 474, 467, 2.045, -0.2667, -10.37, -12.02, -12.58, 3.121, 3.12, 3.109, 3.109, 3.108
1974, 3, 342.7, 358.8, 516.6, 521.9, 515.4, 3.7, 0.9577, -9.378, -11.04, -11.59, 2.985, 2.967, 2.946, 2.945, 2.946
1974, 4, 199.5, 266.7, 430.8, 430.8, 421.6, 6.084, 3.539, -6.683, -8.344, -8.896, 2.76, 2.761, 2.759, 2.759, 2.758
1974, 5, 153.3, 179.2, 218.8, 215.8, 209.6, 8.208, 5.523, -4.924, -6.603, -7.141, 2.235, 2.235, 2.233, 2.233, 2.233
1974, 6, 96.49, 127.9, 147.4, 144.2, 142.9, 14.1, 12.18, 2.229, 0.5809, 0.02213, 2.651, 2.629, 2.578, 2.576, 2.577
1974, 7, 119.2, 92.38, 81.09, 78.76, 77.68, 15.6, 13.69, 3.524, 1.865, 1.323, 2.255, 2.233, 2.196, 2.195, 2.196
1974, 8, 7.598, 10.53, 15.68, 15.54, 15.04, 17.16, 15.39, 5.441, 3.797, 3.243, 2.322, 2.309, 2.271, 2.27, 2.27
1974, 9, 24.64, 27.07, 36.47, 35.99, 35.13, 16.63, 14.84, 4.946, 3.317, 2.751, 1.975, 1.967, 1.961, 1.961, 1.961
1974, 10, 54.03, 51.89, 54.56, 53.11, 52.53, 10.2, 8.724, -0.8671, -2.475, -3.055, 1.724, 1.717, 1.724, 1.724, 1.724
1974, 11, 309.8, 320.6, 399.6, 393.6, 390.8, 4.52, 2.293, -7.695, -9.338, -9.913, 2.705, 2.717, 2.713, 2.713, 2.713
1974, 12, 420.4, 516.8, 756.5, 759, 759.6, 2.006, -0.3259, -10.42, -12.07, -12.63, 3.103, 3.101, 3.086, 3.085, 3.085
1975, 1, 429.9, 548.9, 789.2, 785.8, 775.3, 0.4872, -1.991, -11.91, -13.56, -14.13, 2.715, 2.739, 2.733, 2.733, 2.732
1975, 2, 304.7, 327.5, 443.3, 441.5, 435.4, 1.513, -1.344, -11.74, -13.4, -13.95, 3.055, 3.043, 3.033, 3.033, 3.033
1975, 3, 175.9, 206.9, 329.9, 334.6, 329.2, 2.845, 0.2607, -10.38, -12.07, -12.6, 2.818, 2.825, 2.833, 2.834, 2.833
1975, 4, 89.62, 106.2, 160.6, 161.1, 157.4, 4.575, 1.844, -8.63, -10.3, -10.84, 2.646, 2.659, 2.657, 2.658, 2.657
1975, 5, 91.21, 104.8, 125.8, 123.7, 120.4, 10.16, 7.582, -2.89, -4.561, -5.101, 2.387, 2.399, 2.415, 2.416, 2.415
1975, 6, 74.63, 90.13, 106.5, 104.8, 103.5, 12.27, 9.728, -0.8781, -2.558, -3.087, 2.871, 2.875, 2.862, 2.862, 2.861
1975, 7, 29.34, 24.64, 25.53, 24.77, 24.41, 17.3, 15.62, 5.965, 4.319, 3.761, 2.839, 2.803, 2.747, 2.745, 2.747
1975, 8, 122, 140.4, 154.3, 150.9, 147.7, 14.42, 12.23, 1.777, 0.1043, -0.4262, 2.265, 2.253, 2.227, 2.226, 2.226
1975, 9, 4.994, 6.262, 5.934, 5.595, 5.667, 15.15, 13.51, 3.818, 2.211, 1.638, 2.184, 2.161, 2.139, 2.138, 2.139
1975, 10, 281.8, 346.4, 445.2, 438.3, 430.1, 7.39, 4.856, -5.609, -7.274, -7.818, 2.839, 2.821, 2.796, 2.794, 2.795
1975, 11, 262.6, 362.5, 529, 524.6, 519.9, 3.009, 0.3094, -9.958, -11.62, -12.17, 3.326, 3.294, 3.27, 3.268, 3.27
1975, 12, 393, 550.6, 822.1, 828, 829.5, 2.142, 0.04103, -9.499, -11.12, -11.71, 3.086, 3.089, 3.07, 3.069, 3.069
1976, 1, 294.6, 409.4, 606.4, 604.9, 596.3, 1.963, -0.23, -9.69, -11.31, -11.91, 2.811, 2.821, 2.812, 2.812, 2.811
1976, 2, 217.2, 287.7, 425.3, 424.3, 418.1, 1.571, -0.6246, -10.57, -12.2, -12.78, 3.209, 3.212, 3.205, 3.205, 3.205
1976, 3, 170.5, 226.1, 379.3, 385.4, 378.9, 2.342, -0.09703, -10.4, -12.06, -12.62, 2.657, 2.657, 2.648, 2.648, 2.647
1976, 4, 111, 132.9, 206.5, 207.4, 202.4, 6.201, 3.512, -7.009, -8.685, -9.225, 2.36, 2.378, 2.397, 2.398, 2.397
1976, 5, 88.11, 94.63, 89.28, 86.88, 85.73, 10.67, 8.112, -2.414, -4.091, -4.625, 2.232, 2.224, 2.21, 2.21, 2.21
1976, 6, 56.26, 90.34, 132.4, 130.8, 129.2, 11.78, 9.247, -1.296, -2.978, -3.506, 2.498, 2.496, 2.478, 2.477, 2.477
1976, 7, 58.06, 71.18, 84.32, 81.73, 80.87, 15.76, 13.43, 2.966, 1.287, 0.7577, 2.187, 2.166, 2.122, 2.12, 2.121
1976, 8, 122.9, 141.7, 163.9, 160.6, 156.8, 14.29, 12.21, 2.138, 0.4871, -0.06755, 2.023, 2.001, 1.97, 1.969, 1.97
1976, 9, 42.77, 43.86, 55.66, 54.59, 53.49, 14.55, 13.09, 3.619, 2.007, 1.423, 1.97, 1.971, 1.966, 1.966, 1.966
1976, 10, 79.46, 116.8, 151.9, 149.2, 146.8, 9.217, 7.625, -2.038, -3.654, -4.233, 1.897, 1.883, 1.878, 1.878, 1.878
1976, 11, 69.01, 110.9, 166.5, 164.8, 163.5, 5.331, 4.063, -5.189, -6.78, -7.389, 2.148, 2.154, 2.176, 2.177, 2.176
1976, 12, 88.34, 132.1, 205.2, 205.9, 206.2, 2.659, 0.9501, -8.198, -9.793, -10.4, 2.731, 2.743, 2.752, 2.752, 2.751
1977, 1, 53.58, 89.8, 163.4, 164.4, 160.8, 0.7117, -0.6729, -9.627, -11.21, -11.83, 2.108, 2.107, 2.099, 2.098, 2.098
1977, 2, 114.8, 160.9, 252.3, 251.9, 248.1, 5.182, 3.013, -6.925, -8.559, -9.131, 2.733, 2.718, 2.703, 2.702, 2.703
1977, 3, 267.1, 337.4, 555.3, 562.3, 554.4, 2.689, -0.01638, -10.62, -12.3, -12.83, 3.122, 3.119, 3.099, 3.099, 3.099
1977, 4, 70.11, 90.74, 132.2, 131.2, 129.3, 8.698, 6.351, -3.793, -5.449, -6.005, 1.967, 1.962, 1.968, 1.968, 1.968
1977, 5, 169.4, 180.7, 193.8, 189.6, 185.5, 8.194, 5.488, -5.133, -6.814, -7.346, 2.358, 2.341, 2.316, 2.315, 2.316
1977, 6, 38.91, 32.93, 21.44, 20.5, 20.59, 14.67, 12.59, 2.259, 0.5909, 0.05698, 2.589, 2.564, 2.519, 2.518, 2.519
1977, 7, 24.03, 23.32, 25.86, 24.99, 24.7, 15.28, 13.07, 2.577, 0.902, 0.3726, 2.323, 2.312, 2.281, 2.28, 2.28
1977, 8, 107.5, 137.9, 174.6, 171.9, 167.2, 18.9, 17.06, 7.278, 5.641, 5.076, 2.226, 2.204, 2.168, 2.167, 2.167
1977, 9, 137.2, 189.3, 249.4, 245.5, 240.5, 11.62, 9.359, -1.024, -2.687, -3.231, 1.971, 1.949, 1.913, 1.911, 1.912
1977, 10, 116.8, 139.7, 170.4, 166.7, 164.3, 8.452, 6.652, -3.379, -5.01, -5.576, 2.249, 2.232, 2.226, 2.225, 2.226
1977, 11, 336.6, 479.5, 697.3, 691.4, 685.1, 1.967, -0.647, -10.83, -12.47, -13.04, 3.135, 3.125, 3.123, 3.123, 3.123
1977, 12, 383.6, 568.8, 859.9, 860.1, 862.5, 1.658, -0.6598, -10.52, -12.15, -12.73, 3.416, 3.434, 3.427, 3.427, 3.426
1978, 1, 199.2, 226.4, 318.3, 318.2, 313.2, 2.573, 0.08401, -9.925, -11.57, -12.14, 2.898, 2.883, 2.876, 2.876, 2.876
1978, 2, 122.1, 163.6, 248.6, 248, 244.6, 3.948, 1.404, -8.81, -10.47, -11.03, 2.71, 2.696, 2.679, 2.678, 2.678
1978, 3, 115.6, 126.7, 180.8, 182.2, 180.5, 5.927, 3.561, -6.642, -8.297, -8.853, 1.889, 1.872, 1.871, 1.87, 1.871
1978, 4, 131.9, 178, 270.2, 271.4, 265.8, 6.486, 4.038, -6.504, -8.175, -8.714, 2.469, 2.479, 2.476, 2.477, 2.476
1978, 5, 112.5, 156.6, 193.2, 190.8, 185.5, 9.112, 6.438, -4.153, -5.836, -6.369, 2.565, 2.557, 2.54, 2.539, 2.539
1978, 6, 65.12, 88.03, 99.55, 96.76, 96.31, 15.15, 12.81, 2.347, 0.6751, 0.1398, 2.236, 2.2, 2.15, 2.148, 2.149
1978, 7, 47.03, 50.07, 63.19, 61.78, 60.67, 16.59, 14.49, 4.405, 2.751, 2.2, 2.568, 2.531, 2.477, 2.475, 2.477
1978, 8, 83.63, 111, 139, 136.8, 133.2, 15.88, 13.85, 3.673, 2.015, 1.467, 2.358, 2.326, 2.282, 2.281, 2.282
1978, 9, 120.6, 140.2, 163.4, 159, 157, 11.42, 9.194, -1.003, -2.655, -3.212, 1.916, 1.911, 1.906, 1.905, 1.905
1978, 10, 28.12, 49.01, 72.93, 71.72, 70.41, 9.967, 8.484, -1.054, -2.661, -3.251, 1.535, 1.537, 1.561, 1.562, 1.561
1978, 11, 166.4, 250.8, 375.5, 370.1, 367.8, 1.647, -0.4303, -10.2, -11.83, -12.41, 2.509, 2.517, 2.539, 2.539, 2.539
1978, 12, 158.3, 270.8, 444, 444.8, 446.2, -1.57, -4.248, -14.61, -16.27, -16.83, 2.684, 2.695, 2.707, 2.707, 2.706
1979, 1, 89.78, 122.9, 196.2, 195.8, 193.2, -1.941, -3.92, -13.8, -15.44, -16.01, 2.517, 2.504, 2.51, 2.51, 2.51
1979, 2, 272.1, 411.2, 632.1, 627.9, 621.3, 1.001, -1.641, -12.02, -13.69, -14.23, 3.203, 3.191, 3.164, 3.163, 3.164
1979, 3, 98.43, 147.4, 236.7, 239.4, 237.1, 5.793, 3.476, -6.789, -8.45, -9, 2.161, 2.161, 2.176, 2.176, 2.176
1979, 4, 103.2, 165.9, 291.2, 290.8, 285.4, 6.541, 4.093, -6.274, -7.943, -8.488, 1.953, 1.958, 1.962, 1.962, 1.961
1979, 5, 71.98, 84.35, 93.63, 91.79, 89.87, 11.4, 8.983, -1.411, -3.085, -3.623, 1.952, 1.931, 1.894, 1.893, 1.894
1979, 6, 29.88, 40.73, 60.06, 58.91, 58.09, 14.01, 11.88, 1.43, -0.2343, -0.7719, 2.22, 2.204, 2.159, 2.157, 2.158
1979, 7, 60.7, 83.94, 111, 107.4, 106.3, 17.01, 14.8, 4.497, 2.838, 2.294, 2.421, 2.407, 2.382, 2.381, 2.382
1979, 8, 57.18, 69.24, 93.87, 92.69, 90.05, 16.1, 14.14, 4.159, 2.522, 1.963, 2.26, 2.263, 2.238, 2.238, 2.237
1979, 9, 67.33, 97.73, 129.3, 126, 124.2, 15.08, 13.29, 3.438, 1.811, 1.244, 1.816, 1.78, 1.762, 1.761, 1.763
1979, 10, 146.6, 197.5, 259.1, 254.5, 250.5, 10.29, 8.544, -1.104, -2.734, -3.303, 2.071, 2.056, 2.041, 2.04, 2.04
1979, 11, 66.43, 100.7, 154.5, 153.3, 152, 4.139, 2.293, -7.333, -8.946, -9.529, 2.757, 2.745, 2.744, 2.743, 2.744
1979, 12, 234.4, 413.6, 719, 720.5, 722.2, 3.892, 1.456, -8.498, -10.15, -10.71, 3.681, 3.69, 3.689, 3.689, 3.688
1980, 1, 236.7, 323, 473.3, 472.6, 466, -1.291, -3.567, -13.39, -15.02, -15.59, 2.698, 2.72, 2.743, 2.744, 2.743
1980, 2, 186.5, 304.1, 459.3, 458.4, 453.4, 3.403, 1.203, -8.437, -10.07, -10.65, 2.788, 2.771, 2.77, 2.769, 2.77
1980, 3, 168.9, 225, 368.1, 372.2, 368, 3.642, 0.9832, -9.609, -11.3, -11.83, 2.705, 2.73, 2.749, 2.75, 2.748
1980, 4, 134.7, 163.7, 238.6, 237.2, 233.5, 9.019, 6.402, -3.935, -5.611, -6.151, 2.491, 2.468, 2.446, 2.445, 2.445
1980, 5, 57.66, 76.32, 96.3, 95.1, 92.71, 10.12, 7.701, -2.816, -4.483, -5.019, 2.023, 2.032, 2.031, 2.031, 2.03
1980, 6, 88.83, 105.7, 124.4, 121.6, 120.4, 11.37, 8.765, -2.007, -3.688, -4.213, 2.089, 2.08, 2.059, 2.058, 2.058
1980, 7, 18.18, 24.02, 38.73, 37.92, 37.21, 16.54, 14.24, 3.711, 2.031, 1.501, 2.616, 2.566, 2.504, 2.502, 2.504
1980, 8, 47.18, 65.07, 81.42, 79.91, 77.98, 14.89, 12.28, 1.372, -0.3224, -0.8406, 2.568, 2.56, 2.531, 2.53, 2.531
1980, 9, 83.18, 116.6, 147.3, 143.7, 141.6, 13.49, 11.01, 0.3878, -1.295, -1.822, 1.979, 1.966, 1.956, 1.956, 1.956
1980, 10, 37.34, 50.45, 63.33, 61.96, 61.1, 10.62, 8.449, -1.716, -3.386, -3.927, 1.964, 1.952, 1.944, 1.943, 1.944
1980, 11, 290, 404.3, 576.1, 566.1, 563.7, 5.014, 2.282, -8.334, -10.02, -10.56, 2.946, 2.937, 2.935, 2.935, 2.935
1980, 12, 324.5, 459, 700.6, 697.3, 701, 3.699, 1.386, -7.951, -9.602, -10.18, 2.914, 2.92, 2.907, 2.907, 2.907
1981, 1, 71.85, 89.04, 122.3, 121.2, 120, 5.177, 3.299, -6.247, -7.897, -8.467, 2.944, 2.937, 2.948, 2.948, 2.948
1981, 2, 259.3, 386.9, 548.1, 540.9, 537.2, 3.857, 1.297, -8.799, -10.46, -11.02, 2.784, 2.771, 2.759, 2.759, 2.759
1981, 3, 112.1, 132.3, 210.3, 211.6, 209.6, 6.479, 3.941, -6.648, -8.33, -8.867, 2.27, 2.27, 2.273, 2.273, 2.272
1981, 4, 221.5, 314.7, 504.5, 501.6, 493.4, 6.681, 3.989, -6.538, -8.212, -8.752, 2.68, 2.674, 2.671, 2.671, 2.671
1981, 5, 104.8, 121.4, 133.8, 130.9, 128.2, 9.747, 7.22, -3.379, -5.055, -5.589, 1.779, 1.777, 1.776, 1.776, 1.775
1981, 6, 217.8, 269.4, 298, 291.1, 288.6, 11.69, 9.074, -1.7, -3.384, -3.914, 2.317, 2.305, 2.283, 2.282, 2.283
1981, 7, 58.8, 74.25, 91.71, 88.7, 87.68, 15.67, 13.45, 3.007, 1.331, 0.7942, 2.36, 2.327, 2.278, 2.277, 2.278
1981, 8, 19.87, 19.15, 23.72, 23.48, 22.76, 19.53, 17.65, 7.703, 6.037, 5.492, 2.016, 2.023, 1.996, 1.996, 1.995
1981, 9, 107.2, 144.1, 177.7, 173.2, 170.8, 14.35, 12.24, 2.157, 0.4932, -0.05447, 2.07, 2.051, 2.032, 2.032, 2.032
1981, 10, 167.3, 225.2, 290.2, 283.6, 279.7, 8.16, 6.053, -3.99, -5.652, -6.201, 2.395, 2.383, 2.374, 2.373, 2.374
1981, 11, 169, 217.5, 298, 292.8, 291.7, 5.638, 3.331, -6.56, -8.217, -8.774, 3.065, 3.042, 3.022, 3.021, 3.022
1981, 12, 312.7, 448.7, 715, 713, 716, 1.727, -1.005, -11.32, -12.98, -13.53, 3.006, 3.023, 3.019, 3.019, 3.018
1982, 1, 330.4, 456.6, 655.7, 647.7, 642.5, -0.07854, -2.845, -13.03, -14.7, -15.25, 3.177, 3.204, 3.202, 3.203, 3.201
1982, 2, 280.7, 387.2, 533.7, 526.6, 522.2, 1.551, -1.379, -11.81, -13.48, -14.03, 3.367, 3.363, 3.345, 3.345, 3.345
1982, 3, 159.7, 197.2, 300.8, 301.7, 299.6, 3.82, 1.289, -9.141, -10.81, -11.36, 2.236, 2.246, 2.248, 2.248, 2.247
1982, 4, 154.4, 210.5, 325.1, 323.3, 318, 5.551, 2.79, -7.901, -9.578, -10.12, 2.541, 2.547, 2.539, 2.539, 2.539
1982, 5, 38.05, 47.1, 48.29, 47.03, 46.27, 10.3, 7.706, -2.938, -4.614, -5.151, 2.281, 2.279, 2.252, 2.252, 2.251
1982, 6, 34.06, 41.3, 46.14, 44.98, 44.63, 15.65, 13.33, 3.019, 1.35, 0.8073, 2.122, 2.097, 2.059, 2.057, 2.058
1982, 7, 53.28, 63.52, 75.64, 72.97, 72.32, 15.93, 13.94, 3.619, 1.948, 1.409, 2.286, 2.261, 2.222, 2.221, 2.222
1982, 8, 23.99, 24.83, 28.07, 27.59, 26.91, 16.8, 14.59, 4.329, 2.66, 2.118, 1.928, 1.909, 1.872, 1.87, 1.871
1982, 9, 98.34, 137.6, 173.7, 169.4, 166.9, 13.97, 11.62, 1.23, -0.4428, -0.9822, 1.959, 1.957, 1.945, 1.945, 1.944
1982, 10, 176.3, 243.6, 331.7, 324.5, 319.8, 9.059, 6.648, -3.673, -5.342, -5.885, 2.525, 2.483, 2.455, 2.454, 2.455
